rank,address,maker_volume_usd,taker_volume_usd,trades,pure_maker
18798,0x95b7a5c9a62c9b1a3e1bd7d6826e6aa493ffd633,4876.86,200.0,93,False
18799,0x4dd4134d1d666848ffafe6cc6ab80341b358cf46,4876.37,3198.03,3,False
18800,0xc0cb7c17754a49ef5df9c79f5b9b3afa91dc4b5a,4875.92,4980.88,6,False
18801,0x3db2d8a3e94de938164b02984040ca5e25d09811,4875.63,2449.91,8,False
18802,0x0f82097ba35382c3cc896dfb6bfb84261f1c81b7,4875.56,5761.31,110,False
18803,0x82ca57287ba4250c8348ced5a683e228d0353135,4874.64,377.93,1115,False
18804,0x8c0933a0781a5472f8a2315b4a7c6c3e5fc0a631,4874.33,4889.0,1,False
18805,0xbc693dc006539b27322ac65b5b55a65989edf168,4873.67,1270.92,4,False
18806,0xe1bea84ddc30e2a2c36feb81a75a2c51a31786ad,4873.23,2750.88,25,False
18807,0xea5e2ad78cd9251a838ddb54bc13d0117ee7ee27,4873.19,2429.56,12,False
18808,0xcb3b6ed4b431a9401171ba0b2694e2e296d8a2b6,4872.75,112.49,850,False
18809,0x888b6fda47c4f6550bc9723193d41442477113e3,4872.0,2449.73,6,False
18810,0xb4e66873be048879f9b570fc4973deaaef424a4d,4872.0,6688.16,2,False
18811,0x34087f872dfdc18588b2be4de09ec17bae39f3c4,4871.85,2564.93,44,False
18812,0xfccb5ff28f901d50289fb31197f3b6e47b028129,4871.56,1806.32,39,False
18813,0x26a85c40230b7e1b00af2d7f8181d45888f6c5ec,4871.53,2463.87,2,False
18814,0xd7b37bd8ebdef3e41ba9a3b99c77cff3737a0d8d,4871.51,2460.42,22,False
18815,0x7f1cf466f7307fa8a4fb2525e0c0e322054c55e4,4869.28,6185.53,35,False
18816,0x23d8c538e74324cd56df9197e67e146a29dff6b9,4869.02,4386.93,96,False
18817,0x338d551466e380660f8ad85c93c0b3d8251e0142,4868.43,1656.67,27,False
18818,0xa0468322f181bc5c44a58aa9b80aef56f9f8d084,4868.0,2448.01,8,False
18819,0xe55e22254ab1921fca04709e6bbebf3e978dcd42,4867.98,623.12,166,False
18820,0x61688e7e7bec0079c65b920e50006756d6636770,4867.89,2469.4,4,False
18821,0x6bfc7ce68ed307449f4f062b0807eda8472726ae,4866.56,642.64,323,False
18822,0x78bf23ab139405250fb7e64f8f8915c35b4455c1,4866.22,2422.46,10,False
18823,0x08ff468a982fc4ada8fe5b2e8d3b6c075d3887ca,4864.98,2425.69,13,False
18824,0x44512723352b1caab616b16bd70e11b58363717b,4864.83,2477.0,2,False
18825,0xbc668d0730ac243790d159f1f4297b9cef20eb09,4864.43,2775.81,51,False
18826,0x8435abf77cb8a501519aed95b4febc4be9c252ce,4864.37,2664.58,20,False
18827,0x20fcbd65545833bd045d203423c8bcedf8b37bf5,4864.26,4866.55,3,False
18828,0x2718308acf22568f54fa425c85c7f43cee019a42,4863.58,2951.66,31,False
18829,0x66c568db1ef1fb16a397762acd1aae720640e503,4862.95,4553.34,36,False
18830,0x86324d252f8cd9d3224141bf5e96a3b90e694696,4862.92,2858.35,228,False
18831,0x8aa1c45155390199df349177138fc11f2e40c711,4862.84,2687.9,6,False
18832,0xefc007740b3a3e71b48541c59324aeb509d120e5,4862.54,6377.22,9,False
18833,0xbd2660d04a14f205f0493c8bb27337eb39cd5b5c,4862.09,4169.24,275,False
18834,0x849c17cf1f550017638d796ed012669dc8b0b639,4862.03,2439.62,22,False
18835,0x237b6e4374ad2fde80aa3d5f1595537f18d89f36,4861.61,4102.87,14,False
18836,0x1098a680cd61c9e333bb4bdc665f0bee195b10a7,4861.55,4672.16,33,False
18837,0x9abccc3d6d1d3223148ea59966d0a7e25cb758d5,4861.4,0,56,True
18838,0x9e277b6a4fd85e28c3f7a2c181d138645fd08fee,4861.33,9.7,2,False
18839,0x61e0f5fa7c38a91573a1f6b59492f780eb7672c4,4861.26,6724.21,14,False
18840,0xda5d11a6ac75b82a9f3beab09f73f9e73a2be6e8,4860.9,1081.05,10,False
18841,0xce70634d2571defcd76e86e0535481e2b2ba8e18,4860.69,507.45,36,False
18842,0xd97c5c25774ee6e7ebbc4456e1eaa32f2b29aedb,4860.48,4108.83,4,False
18843,0xdd386e79d6b4554b7d2b030f72c861c3f9f28c6d,4860.0,2442.0,7,False
18844,0xe96a37879224f3ed6283d367a53327c70f7b8b38,4859.85,2644.06,20,False
18845,0xd8fd2c4138694da007b443b8e2891edde5e7b2cf,4859.01,2640.15,46,False
18846,0xde9cacc2cc9822ddaa3e8dda96ff497084c4e014,4858.72,3027.61,470,False
18847,0x2996cd9f472d6a44dd1cc3312e6288a1c14cfd9d,4858.35,6900.43,171,False
18848,0xa95b023595407a5a531253bc4bd50b007405fe3a,4858.27,2017.43,37,False
18849,0xe7f478abde9a924f7c9026b3c0107ee93bd9bc90,4857.99,7708.16,24,False
18850,0xf7a54f8f7d7d16ccfb8918af1880cb4eead2d275,4857.85,3236.57,40,False
18851,0x52bbe214b4ed08767898a2fb76e8564d316a7e87,4857.79,3014.35,42,False
18852,0x02f09b29e2c5dc814ce93d1870e621b586f3d710,4857.67,4857.67,4,False
18853,0xd43142623e032b3b832892e5071ea8072461f0ff,4857.61,2554.11,8,False
18854,0x936a8b0af385db2e17a7ad6e5a7edbfa43593ee7,4857.45,2251.21,17,False
18855,0xeb00d2472d30a0406820ff7bd0d73992051b1cc7,4856.77,5111.6,112,False
18856,0x2513c8c137f0b89320a445b02044a09209573ecd,4856.13,2967.34,11,False
18857,0x0db63bb8a2c8475a5dd8a30e3ce279b3a6657a21,4855.35,1288.02,140,False
18858,0x2b6e68d0117963b9f1158f2c118d5eaca8865d2c,4854.3,4913.27,8,False
18859,0x19ddab1dd1a8f7931059b1d9a08ce72c2a661f94,4854.18,2361.71,19,False
18860,0x2da2072f7b4ef50d51d752bb79f2a9521970abe6,4853.72,2833.16,17,False
18861,0x74fa362763023d6eba99cd8774f49169018d4617,4852.36,295.83,9,False
18862,0x89f96a0239b06f1c579c2c9c93969d59301d9eac,4851.41,2453.7,2,False
18863,0x8330a161af1e8acafec055d9494ee1d18d98b3b1,4851.13,7805.17,22,False
18864,0xca5cb126b75402b3382e275a72ddcc7e91cfdf79,4850.64,5535.36,4,False
18865,0xf8ffaf4b058f2ccb590871424355b85a71c9a246,4848.61,2928.75,42,False
18866,0x112ca2bc31bf8a286b4a410a705443d632babe4e,4848.53,2593.03,17,False
18867,0xa766acdf2fb87236a4d5f1636b20486f860bfcc8,4848.48,5822.44,108,False
18868,0xb6098baee493e987f3fece8055691ae156faef06,4848.47,2784.82,43,False
18869,0xab13218eb40f2c8410d4ed1f8da17bb20d21758c,4847.8,4776.63,4,False
18870,0x7baf166ffcb0cc9b43f18f57938e1d540f6799a7,4847.5,33755.46,180,False
18871,0x84946e7db033347343afdcaa23fb031fb200faf3,4847.38,5521.41,4,False
18872,0xe034dd10bd87b598ec15185e0d8fdd6f2b00a1b3,4847.37,150.45,8,False
18873,0x38a2a2101773bd5bf47e9cbef76acdad3ea7d5fb,4847.02,4847.02,1,False
18874,0xa346bed99f37522b3d9607a06b8a3bcfbdfb65da,4846.57,2715.72,55,False
18875,0x3c4034610098c0b69ffaf6da95537ec22f877c34,4845.87,2414.91,7,False
18876,0xb10f34a69c1c1bda58481b1d45130ff8a3326097,4845.55,2337.09,35,False
18877,0xaecb279539caea589d6026113bffb58fb845b3e9,4843.36,5552.4,4,False
18878,0xbf4da7e2d6cb22fda0f9498f6b4ccfdb35ad0d7d,4843.35,2.38,48,False
18879,0x24d8e2b2ac5f922d9542ce276bde0bacf06a40cf,4843.01,5509.19,5,False
18880,0x079c60ae68d0fb06d926a1d8b0f3dc237d5da211,4842.27,8716.36,874,False
18881,0xf041d2c746b62a9328c1224aeaa87553f1c83925,4842.22,3498.7,35,False
18882,0x4437c19fbc70a850860458232584db6a7f6ea474,4842.05,3957.02,182,False
18883,0x169aecb6663b0b963693766ccae3d298287f687b,4841.88,2412.09,9,False
18884,0xcdc57b1733ae8f6c2b2948b59995ed0b753a95a8,4841.62,2603.91,40,False
18885,0xeb161179eec08c9d78f0cc18a88f31dc770c83bd,4841.3,2721.42,39,False
18886,0xfc6ce2726361586a8310d23ffe0cf78af4f4dff7,4840.97,190.36,102,False
18887,0x5d7c71fb58120ef89ba463fa9c44b02c51a45cd9,4840.95,2934.26,47,False
18888,0xd777a733ad1346aaffabc967c71b858437afc716,4840.55,2444.55,6,False
18889,0x6bd4f248ff09cc805020ee24ee5bf1614d78b90a,4839.97,178.94,25,False
18890,0x8534685b3e340a8f316ce7b9245c702e2428ff06,4839.62,1624.05,10,False
18891,0x375f2c0e1fa6a289ac07c6517062cd6c243e21b6,4839.37,4824.86,10,False
18892,0x44d6fd72a9e97120632c785c5085d55a97c7497f,4839.25,654.93,2,False
18893,0x29cdc2e769d853cbb42fd1f8279c1a144efab6c9,4839.02,2599.5,25,False
18894,0x7a3151913ddf7bfee6391bfe6518a79de62077fc,4838.84,6102.57,114,False
18895,0xfe263dfe169f20cf6b2fa1df6a0dc83cfbc4ae22,4838.08,2411.69,8,False
18896,0x377bfc207c313009b7e7723cee066b3a302d92e1,4838.07,2608.72,20,False
18897,0xe893b2d163f108d901536c4ff217bd550338f306,4838.0,2664.1,23,False
18898,0x9a5b542c6b280a835542b6bd50eb806049c6a8d1,4837.58,7465.94,825,False
18899,0xec22b3fa73e8fcf4b4b5dc48b50e48b989524531,4837.43,2426.33,18,False
18900,0x2b0f95eeecf348ae6370a08a3a2493323bcd7782,4837.28,2417.56,16,False
18901,0x43ed88fef7ce7f1cbdf203ad7538fd492833b0b3,4836.54,5462.04,4,False
18902,0x6e41d6246d2c6d7a844291a6b0b5251933ff9054,4835.77,6914.37,100,False
18903,0x7eeeb3a87932a6cffaeb95ddd7f72abd162078c3,4835.46,1861.83,21,False
18904,0xf9fa0c1ed98467e429ac3dead3e9252306f32ff4,4835.22,5192.65,95,False
18905,0xca4abd7474ccebd5b48c533968e6161f97e4e2ab,4835.13,2543.34,23,False
18906,0x0ac5ae2dad93ab6a81cdeb5efd0485a69d6aa9d8,4835.11,582.14,167,False
18907,0x9bbc50f539afb23e51877de27b8e730b477a46ed,4834.66,3473.15,41,False
18908,0x01c90bfd11638c4dacf5ca6ae6e496b36e09f239,4834.53,66.54,151,False
18909,0xd997185393f0e738d9b25841aa7a21392a1b2db3,4834.43,1436.22,4,False
18910,0xec1eef79764c85f28c16a51041c376af76aeb552,4834.31,2514.54,25,False
18911,0xaaf7d4233711234d21a88331990f558fc4e7f27c,4834.16,2463.28,2,False
18912,0xa3df8c9ecbf3b563626867a05a11e1bd8b6b7b04,4833.57,4799.97,14,False
18913,0xf79a511c808af0d809d2a10debcf74c0c17ec0c3,4833.39,3291.9,35,False
18914,0xc17ec079ff5492a63c3c92d5fdb5bf9bc897483f,4833.36,2424.22,20,False
18915,0xa6963dec0647fbf4691e66480ce92a9266b321ee,4832.44,117.35,4,False
18916,0xd96d91ccbb50323bbc67a33f574ad6cec83fb761,4832.41,2828.59,34,False
18917,0x068ae2e9a8ac76e7d9bb8d14ad0e23e4f8bf8d47,4831.89,2443.83,2,False
18918,0x2a111d93cfdf95780415dad96f256028f19bef8e,4831.84,6436.3,30,False
18919,0xa0d51e0524928847388134614de58cf9bf01e491,4831.01,2746.97,43,False
18920,0x68a65d1fadc011aa0152264e5d27dbacb5a56b78,4830.96,2787.56,21,False
18921,0x8745951fd01c174c1a399034edc0016279b84805,4830.44,1587.28,17,False
18922,0x5038c18cff5caf5b5e2278b34128b2d79540ae15,4829.82,2670.02,124,False
18923,0x9672d402a8eab028646c5febea41eb73de28cea5,4828.54,0,55,True
18924,0x85b5c551ac64c83cbf5ffe08642d2f225569145d,4827.74,5753.73,136,False
18925,0xe8e01672cb8c037e3e804da9598ddc9d1637b07d,4826.35,2468.05,3,False
18926,0xc8d5d72d0e83c1a260d4c774a2bade9a3ba0de34,4826.0,2436.35,6,False
18927,0x7d56cddd0f0fcd615d7e030af01d6dfdfa3007d8,4824.13,2422.81,4,False
18928,0xf01597e16a2a44becbec197a35e9f415dd614725,4823.76,5659.64,4,False
18929,0x2e45f53c574dfa342465eeb485bc2eb04dcd6b03,4823.51,3003.41,37,False
18930,0x1272d3129785331cee72bd6ddcb298b403bede8f,4822.82,1789.12,14,False
18931,0xa3e67dedaa8b34a58ce1ec100075b7a27cc2ca7c,4822.79,2417.43,2,False
18932,0xf11414fc3e563706b90d3bbd0a6c0f6f4a064802,4822.51,2548.66,17,False
18933,0x5fa3616a9978eaec34c5505707a11839040229a5,4822.34,2503.02,4,False
18934,0x929b8397f10009af7ef450e7fcd8f10005770571,4821.89,2803.95,39,False
18935,0xbca9dd8f835f8e4950ebef1eb20b0d8ba7b54dc2,4821.76,2418.98,18,False
18936,0x6040bb01e35b83c86d09b988f247e26f291433a9,4821.75,305.63,134,False
18937,0xccfb528dbe36e974103dfd02fc1ed76bb9b62b58,4821.63,1831.1,20,False
18938,0xa92cf33507d82b5d7b8bfec89aa3d1cc9a05e0ca,4820.67,2753.36,25,False
18939,0x0dbae3654b0b850e8fa42e895f472b1dc739afb9,4820.57,2391.22,12,False
18940,0x900a84b83feb656da057eba8c5178326243c0a53,4820.25,1599.46,7,False
18941,0x7c8d8ab261880ea40ee833f6914bf27ae60d31e4,4820.23,1961.12,43,False
18942,0x0956604f230afb927751012d96c9712f5726ab52,4820.0,2422.45,7,False
18943,0x492ff617243570039306703c03712c7ceceabc51,4819.41,4684.07,30,False
18944,0xf913c7e3659b97709d82c04e074dddbb26c8d682,4819.33,14.41,2,False
18945,0x1838e737d446f893a35b195eedacabc0f0d76ba8,4819.2,5265.84,122,False
18946,0xd9ecda10d0fef1865de7e7460c4e1504f50b3098,4818.06,2494.86,27,False
18947,0x83190de05c304c44ac4da21678fe8a4d51ae96f4,4817.98,10798.27,304,False
18948,0xdf2a2738e2c3cbdfb55b21495c8540b51b62323f,4817.82,3548.3,9,False
18949,0x38610727d9fa3fbe9c125023a8709e1ffffc0fa5,4815.62,7259.27,37,False
18950,0xf100ab020e31d61f3061c74084dc7078bfa32fca,4815.58,2672.03,12,False
18951,0xd126b55faf3e9a570b9b709699181d4e6884f4f6,4814.71,3473.7,13,False
18952,0x461c734bd415f989db22e66cad2e086be627431b,4813.24,2951.56,57,False
18953,0x3c194f23e7c7bb1d66d50c75bde078517ebc8c38,4812.99,3985.07,502,False
18954,0x80eb163facdcd0f496a5dc31e7e58d6aedb7e0a3,4812.62,3187.46,35,False
18955,0xea4cd7abe82710f748ba540f06df5692c03a0e79,4812.61,5634.83,50,False
18956,0x98aafe45427eb6c487273c107ef14c6450f98b8f,4812.37,3633.58,6,False
18957,0xed890978bf499b73c9b22b47b7c3168805b6a505,4812.24,4429.34,609,False
18958,0x85630920a4199fb360724c2e07492b343cdf5e98,4811.1,2546.59,63,False
18959,0x45c31ecf15aee6bf0909f354afdb40d5d018f744,4810.86,56.55,6,False
18960,0xfd372590f3d04a1cdcab0b5068762053f0768f38,4810.85,2629.76,20,False
18961,0xcf9a9c3f35df3c7bf19f79dc1d49529446124f00,4809.6,4407.37,15,False
18962,0xa14444d090f8c30b9f3d3e9fc83a65ae1a9c2f46,4808.0,2419.39,6,False
18963,0xb4813a02a5fdb9b50ff280cba5d3fc18ae141461,4807.96,2400.32,10,False
18964,0xbf46844894f14fadf31c481e8c13fcdbc285db67,4807.48,1782.95,889,False
18965,0xc58b94b3fe1a952c77d3b01b94c903e9fc92d5b9,4807.39,2413.32,2,False
18966,0xf93f33cc7d962e9286ca08c285fb4c7508b8f94b,4807.18,11806.82,43,False
18967,0xcd5c70502178446ceb83988bd68fea009e18346c,4806.31,2412.09,16,False
18968,0x93a0f6e3df0be654962531be997b3546812f301d,4806.28,2460.63,52,False
18969,0x865739da1eaa21b2ed3a2b9751aa6b036d9474fc,4805.74,2426.97,2,False
18970,0xf2cc8df05de8ea032346e26a3cdfb7720bda0dd1,4804.89,700.2,155,False
18971,0x6fd9110c779419bb5eb691d3a1454bfb4e8d78c9,4804.73,2862.58,44,False
18972,0xbfa79c22d06daf21fbf673b07ed09a73e19bae02,4803.53,1885.26,19,False
18973,0x41e2e7dda5e831c0b4465e52ef987333e8113ad5,4802.06,2724.14,174,False
18974,0x49314251831997510f3906f79530440fd36bcc66,4801.68,5915.09,124,False
18975,0xe909bc9948cd2e38585cb50d185573f2f113a007,4801.61,2407.2,8,False
18976,0x667c8d65d10b51884bdcad06f73703e4939f5919,4800.93,3295.36,37,False
18977,0x5872172429c32a4e9b578cd4abbd93caaf354b29,4800.74,2702.1,12,False
18978,0xdf3ef0b1d2cb6ed5a15f9d750a775b6ef21b01b9,4800.6,5532.57,4,False
18979,0x23ae7c42dbfe6f7457bc9d5dad7b5d9ee04eb673,4800.23,5416.83,136,False
18980,0xb67f5c8974ca69cfb3da8c678f069ff9bfc37ada,4800.0,2433.61,6,False
18981,0x4964e96bf55b7b4e3ea37f5f451b31dceeb5a330,4800.0,0,1,True
18982,0x203dedee1876f8923124489f528f0657b0b1db9c,4799.4,2407.23,18,False
18983,0xd01b2058a5286b4384eeb9f7043f36c71023106e,4798.86,2512.34,25,False
18984,0x82307f44c9405e73dc1cff466073dcc505535121,4798.55,3614.03,32,False
18985,0xfa7efa9143a19064ca14de05c1b3595fec467e8c,4798.5,3500.0,5,False
18986,0x4860b7835b85cbe328a1039fde49b46f7eeb66b3,4798.07,3106.12,38,False
18987,0x11e4f8a6853b5e012880932aea1f819a02d3f787,4797.73,4099.35,4,False
18988,0xeb1e4d4f7230a6360cf0e532158dfc2d35f17197,4797.48,5722.88,144,False
18989,0x2abb423aacfbb64ae2d38c8a21f5ae63e22aef99,4797.42,2450.21,16,False
18990,0xa7b047b86fd0e438e34f79aaffdba7139b626cd9,4797.25,2530.07,23,False
18991,0x820bf52c16efc9a50a2b4c8f5118db77e6a69c7a,4797.06,2477.21,27,False
18992,0xc22bc7aec23058bbeca0d405c627658d626399c1,4797.04,5710.64,4,False
18993,0x827534c62bebd2f9eb84dacf83d145a4c8c6f74d,4796.19,3091.34,6,False
18994,0x92c650d5796e9818a57ba7fac738ccfd67c32baf,4795.98,6988.73,2125,False
18995,0x135b9e237eb0588b09579929deb58505fa17dcaf,4795.9,4820.0,1,False
18996,0xf5d1d070865cfac18c29aa9fc12eda659b9767cc,4795.84,0,60,True
18997,0x8bf5e0bac5b2d89ac9a5e0961968ce7db044b732,4795.75,2378.71,11,False
18998,0xd1c7f9d993ed5546ad27343019b893f56e8fd9db,4795.46,5625.62,120,False
18999,0x3038bcdaa300d230bb85d9589f02cd2f5f98fdeb,4795.3,5291.55,29,False
19000,0x07360ddc1293419becac70993c55e30694dc4f30,4794.84,6016.02,8,False
19001,0x3c9ad1fa0ca90e955f19faed643fbad03aba6959,4794.75,3202.93,44,False
19002,0xdfda01f4b92cd096c6d04eed6eb2b069fd584fe6,4794.69,4995.96,6,False
19003,0x1112f235a86c4756f078bddfea624b8a71ace436,4793.87,2424.6,2,False
19004,0x75d7c2edce548df588a144aa0be533808ca1b05f,4793.75,116.42,450,False
19005,0x0854f6c5ce0b628371d53235956e28977fec6ed0,4792.41,4.11,7,False
19006,0xaf75e6e54216ae1e98551b04aed952e62e9071aa,4791.06,2146.21,22,False
19007,0x304e5593817cc3060a7b33123cdedc08af4a6226,4790.85,3547.5,38,False
19008,0x7013450618fdb0a58887e6c5553fe818ccd48bfa,4790.79,5671.3,130,False
19009,0x1f49ded2fe5601b9e1033260cdfca418804a7ce8,4790.72,6540.15,37,False
19010,0xbbc39792b199faac7453bfd085106a6c1da6b385,4790.62,3751.69,37,False
19011,0x363c8cf759559a636aa6e1ac454c2bd31183c232,4790.42,5471.04,116,False
19012,0xd1f4d3d644ce33c742b790e7f57fe9bcac767b55,4790.05,2403.58,18,False
19013,0x67430a12dcf1a219ff03ec620672920f3aac4ccb,4788.79,6398.23,7,False
19014,0xea1b469b4f73fe29fb31956c92e5433f3bc5cf79,4788.49,2422.74,4,False
19015,0x004ea5d3961dc198c688232b94d13062a0e290f8,4788.14,8733.81,55,False
19016,0xfae595c998e62e3b33fc5458bc4d005720e2bd96,4788.0,5643.0,4,False
19017,0xcc9ff9417ca88b438c254248bd3ecb20cc954d4c,4787.46,4816.01,9,False
19018,0xbad79e80718b677faca9e19027ef8cf27983b131,4787.35,2511.51,36,False
19019,0x4ab381e40504b82fbe66e394b3b5de5287e20904,4787.34,3299.18,36,False
19020,0xbb3aa3c768cfd26177c4bc5489cf388ed049a2aa,4787.27,4830.89,31,False
19021,0x50963d306abfd3e81f95ec307f93441415778ba4,4787.23,3045.54,61,False
19022,0xc3f0d7834b5837e3538db45da2a5bb5421912bb3,4786.47,3247.33,25,False
19023,0x49f962674be9d996b3cb356b4c2c2204cfee32b0,4786.26,4195.5,49,False
19024,0xcba7f303a473efcbbd40f3b40f569b45fb6fb7b0,4785.43,4785.43,2,False
19025,0xd8a81a760ed6d32bad4a4e5121a863a235c638ba,4784.11,3130.43,43,False
19026,0x6077f86e38d864887a44a8b29d5a907ca4a860b9,4783.1,2512.22,24,False
19027,0xf3c4376d385ed8fa1ddecb21274c9f2cd4bb3a09,4782.96,0,18,True
19028,0x1517c803acf426581a2b2dfabd98242faf81e46c,4782.87,3226.52,32,False
19029,0x78e5c19c1261a581c398be4662e0ab0fdfae865f,4782.71,3089.83,38,False
19030,0x1c97edc5bc7172e5ffd9c19d120254437f09dc62,4782.69,2400.57,18,False
19031,0x563c325bfb88ab15c46649165abbb4cdd80a0067,4782.69,1524.04,178,False
19032,0xaf15e53d9e8fb69c8dea276c33f286895b73bc03,4782.19,5102.76,999,False
19033,0x8dbcfb6c06e57a6831288e18fa72ba06bbbe860d,4781.13,2649.0,25,False
19034,0xbc8f43132c16099867b9b72924249511197977b9,4780.95,5699.52,4,False
19035,0xd930e8e10edd79c76308036b074d845c663e0eaa,4780.68,1345.35,21,False
19036,0x7979ef42200ee3d7aa7c571c418de8c1f15eec0c,4780.08,3041.51,33,False
19037,0x6847c0be1b43328755f3f2fd45a9b55447214f83,4779.83,3649.87,6,False
19038,0x4dd4fd86840b55d53938e0402355e02c652927d2,4779.82,3.56,7,False
19039,0x419fe23b72d12afa8ba3211c7f9e22b250a70436,4778.79,2133.87,20,False
19040,0xcdec640cb004f978d35cb8ac79d688c25874ec75,4777.87,5768.16,18,False
19041,0x4c9b4bb9a68ad0bd358842f775bce461b7339dc7,4777.82,4438.21,2,False
19042,0x634d9cb409b35f17a47cac744e0e0688d4f1a1f1,4776.35,2623.91,22,False
19043,0x6f54b26e34b73533ced17461146148d50f0446c0,4775.95,48.49,3,False
19044,0xc957d1d04f95868f410186499c0e8c642e96e795,4775.94,2410.05,4,False
19045,0x581a041df3ee3a50115786654bc264a28fafd2e7,4775.94,2400.0,3,False
19046,0x0f62f6ade35058f9bf56fcf69616026a0bbe922e,4775.08,4789.6,130,False
19047,0x5bb73f46093ed2577a605c7561a3976263d986af,4774.82,17.51,3,False
19048,0x513ba25af41447992fbf44729cc6b5a66e523d71,4774.0,1613.97,8,False
19049,0x298bf9bbc86016d5337a0d79accce58f856bcff5,4773.53,5415.45,120,False
19050,0x1d5ce278c14c431937b36971535a07c96a65035a,4773.36,1148.41,291,False
19051,0x07feb3b20076f45b244fe61d83971a22ae034d66,4772.79,7353.25,32,False
19052,0x6ea071083ec7468cb6a63a5c2565a3d36cec64be,4772.27,2696.91,23,False
19053,0xca38e7c8dcc4950e81b3c80e4618ccac2e12b6d0,4771.96,2771.18,123,False
19054,0x1a103cbb02056bdb29a3d8cb311a1fe2cb498b30,4771.82,6224.6,54,False
19055,0xa0b20c41d3179ec7bb29b7221008e5a0fcfa8e2f,4771.62,5592.06,4,False
19056,0x130c2eeddc2285f39c82bbd4e06839c5ec79bcd0,4771.41,3052.78,42,False
19057,0x849ed49853e74fd4940f274eaf27aceccdf37cfe,4771.25,3158.35,27,False
19058,0xd3f2898ef0535c95353614b9207d48b03dead8d4,4770.74,5679.73,4,False
19059,0x45a39326be48a1209bc9e641a216513cf19512f0,4770.56,3529.65,40,False
19060,0x12917c9725a1d38112d0460c922ba0ff6512a235,4770.17,2936.8,41,False
19061,0xc53142cb44504bff54b4105d6be6f1ff2d6752d6,4769.23,4769.23,1,False
19062,0x3bea0ab9f0cef58f189aab44646f6356534bb77e,4768.8,5682.6,4,False
19063,0xcdf82242c9984bd8d274085ab54165633c54b8ea,4768.4,3741.65,29,False
19064,0xc78612584c5846113614ce2178144ba6d85b32bb,4767.92,2435.13,9,False
19065,0xca2c803e0cdabaa05b26500aa4216d312e5f19a8,4767.37,2493.02,44,False
19066,0x8546a958731ce3c01a415ede1d9de2df45f06dd9,4766.57,2442.24,45,False
19067,0x78b3f1ffd586b466a51e4028408013e5f00a447a,4766.18,3066.22,39,False
19068,0x9c237680d7b3895d535ca8fe20e739b03e6256ec,4765.89,7594.9,124,False
19069,0x9c2e4aaf7a9dcc219806cd3774117a3f05375175,4765.52,2594.27,26,False
19070,0x8051f19ac54fb0e0c4a139783546671c0e7c9509,4765.51,2373.9,6,False
19071,0x3496a6e131f0f0729bdd0bd9661be93b3a6bafda,4765.43,2389.94,22,False
19072,0x889f7d3b5708ea2aa8c31c5853617585952c5b66,4764.63,3200.79,25,False
19073,0x8b91a364feb48dc9622be57fc54e8a8e4be739c6,4764.53,2391.52,20,False
19074,0x146498413396cfc3858d6b4db2d69250c11dd567,4763.93,2390.15,24,False
19075,0x718a4ca87f56389baba48891a9385b55930b7a67,4763.11,2325.82,25,False
19076,0xfdaa2e9997f1d8f93d5ce152269696db21f55f3a,4762.99,2520.06,19,False
19077,0x4bba57842bf509a8607c18f658cf3f843194a76f,4762.89,4804.6,5,False
19078,0xd5a2575e049254bd622c3f6772ddaa39547f26fb,4762.02,79.91,4,False
19079,0x1b33945e83a55a16cae0c0b2ddcc6e4e887e81c0,4761.96,5611.89,4,False
19080,0x9ef2060207e31735923511b6ba7627f61bb682cb,4761.89,4761.89,2,False
19081,0x4923a8667199baeca1eeb4895f907d546337b393,4761.74,2766.2,39,False
19082,0xa723ff5be8d579b189d902c61057b3af082d58e1,4761.6,2782.6,4,False
19083,0xcd2c9012e871753a4e7464c1c72bf12cccfd567e,4761.35,112.29,8,False
19084,0x791e0a77a8f3dcf51c807fbe66defdee506817dd,4761.01,4884.7,49,False
19085,0x56a1fc4ab17848ab982ba1d7c64c09bbc057fbca,4760.88,3329.57,3,False
19086,0xc599189695501d6b334094897202e0f3171a2cec,4760.65,1119.0,44,False
19087,0xd767299a2009b81eb36c4992fc8243cc47f2b4fa,4760.33,2755.0,19,False
19088,0x44f54935461dd61060fe11463cc2dcb3786b1fbe,4760.0,2403.78,6,False
19089,0xf03c55e57978d283f77f6f131979ce17c57b3eff,4759.74,1720.4,12,False
19090,0x49f42cf7947b475eaf0af9ad58c1bbfb3a3813f1,4759.03,2400.0,3,False
19091,0xdf4d801cfdff2d5f9104bdb61e5e4569682278f5,4759.0,4813.45,15,False
19092,0xa44e415bdfa9f7c2367eaa90853177b2541b634f,4758.89,4761.53,4,False
19093,0x5ee5987d5a18d49947f453434656384ffb2e7618,4758.16,3118.4,35,False
19094,0xbe1d335845a1821ea8c20def8966929b294e244b,4757.96,629.94,3,False
19095,0xee6f13b6b411d05bf86dd0c2c5fae378e090b617,4757.3,4757.3,2,False
19096,0x5368b59f5f90f293d8ae0cb9a3651a10e89a7250,4757.13,4957.74,517,False
19097,0xdb24dcaa91a2393e1bffc4e705294a3daadc5e47,4756.71,2387.88,22,False
19098,0xbd9f6abb43f2f46a7a74a697d6e1db3eb087b2c6,4755.65,2813.3,39,False
19099,0xe6c266e53e404518352f22d6c046d00ddd989465,4754.92,2844.13,39,False
