rank,address,maker_volume_usd,taker_volume_usd,trades,pure_maker
1,0x6480542954b70a674a74bd1a6015dec362dc8dc5,16138435.26,2317906.72,14977,False
2,0x4c2966a198cd7ac982110d0219b037afa9997570,14853402.54,1321369.94,10534,False
3,0xa8b202e6e9a4c2091b6860f1f5c9e9119bbc9a39,14428237.07,5477552.64,1252,False
4,0x204f72f35326db932158cba6adff0b9a1da95e14,11171667.28,17055063.91,72823,False
5,0x6d3c5bd13984b2de47c3a88ddc455309aab3d294,10461592.24,2733887.18,48532,False
6,0x241f846866c2de4fb67cdb0ca6b963d85e56ef50,9527017.02,6840031.73,1293,False
7,0xe8dd7741ccb12350957ec71e9ee332e0d1e6ec86,9421542.46,9031789.66,163437,False
8,0x4133bcbad1d9c41de776646696f41c34d0a65e70,9137280.89,4997496.51,73508,False
9,0xd04d93be590ded67b99f053d4b6d29d3f8483312,8014815.21,3980580.79,597,False
10,0x43e98f912cd6ddadaad88d3297e78c0648e688e5,8012283.99,2122076.4,19161,False
11,0x2663daca3cecf3767ca1c3b126002a8578a8ed1f,7451678.6,76.94,29386,False
12,0xa61ef8773ec2e821962306ca87d4b57e39ff0abd,6907601.23,8596.24,7563,False
13,0x2005d16a84ceefa912d4e380cd32e7ff827875ea,6387299.18,1673261.39,89700,False
14,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,5853432.8,4123325.97,200693,False
15,0x0b9cae2b0dfe7a71c413e0604eaac1c352f87e44,5760195.47,4756542.59,3590,False
16,0x2d58182d23f73967a9eff97a6020b73b7b891aea,5577029.84,3781492.2,615,False
17,0x37c1874a60d348903594a96703e0507c518fc53a,5570078.19,6130561.18,3875,False
18,0x8acdc02785973539db164133ce8b86e3fe5c56ed,5330855.01,5168672.9,10982,False
19,0x7af9bac9328c7cec1f9d07786e59576b608db408,5275522.22,3297395.68,1094,False
20,0xc9b6227a295985591fe576ff2e054267a78a9b6a,5237434.3,574376.36,4576,False
21,0xed107a85a4585a381e48c7f7ca4144909e7dd2e5,4950120.06,859967.44,951,False
22,0xcb3143ee858e14d0b3fe40ffeaea78416e646b02,4822579.66,4792842.93,74490,False
23,0x2a2c53bd278c04da9962fcf96490e17f3dfb9bc1,4800531.0,1782566.45,2156,False
24,0xfdc07e182e6f959256295567e450a8727272fa79,4635561.36,2403193.48,546,False
25,0xfbfd14dd4bb607373119de95f1d4b21c3b6c0029,4624080.08,1289513.7,1568,False
26,0x61b4bf91f2a7a1ec57c0bec7aae7aab03b4a59f3,4564498.75,4410155.55,9223,False
27,0xc2e7800b5af46e6093872b177b7a5e7f0563be51,4539906.26,6030955.46,67,False
28,0x184c93421e2c6b7eb5991b77af892db4a780a685,4458163.75,4312452.12,8555,False
29,0x689ae12e11aa489adb3605afd8f39040ff52779e,4403255.0,4378812.36,5460,False
30,0x4c237d8b5b8e1279c68ebd4fe51671119121031f,4293521.14,4163216.35,8688,False
31,0x39d662433c8f18482f628a7b71955f30586d7dc2,4034961.19,3858214.32,7968,False
32,0x8e86476471e1c84602a8ae5eb555544b30bd6b7b,3835636.35,3706333.95,7381,False
33,0x58907f3f974ee5eee20e7a037e944cf31b529cd7,3374665.74,3189999.32,6401,False
34,0x742defec5672b86ae1366546977323d0b0fb33fb,3371276.77,2515617.49,1224,False
35,0xe40ea00e74059c76c0035c919ef6b99c3e25a94d,3343039.02,217429.76,8192,False
36,0x02227b8f5a9636e895607edd3185ed6ee5598ff7,3163256.63,3295783.52,929,False
37,0x68f970da52fb8b503485c1b49b13ffbbab11f0bb,3096589.62,2987592.9,5711,False
38,0x6ac5bb06a9eb05641fd5e82640268b92f3ab4b6e,2953601.29,315065.95,9874,False
39,0x801ba46b0e7ba3f82e6a3cfcedb436318e43e036,2949713.48,9845.86,43488,False
40,0xfedc381bf3fb5d20433bb4a0216b15dbbc5c6398,2915447.95,1447858.52,24378,False
41,0x3b5c629f114098b0dee345fb78b7a3a013c7126e,2881347.34,876121.98,3212,False
42,0x7ea571c40408f340c1c8fc8eaacebab53c1bde7b,2753068.6,2227834.93,16520,False
43,0x0c0e270cf879583d6a0142fc817e05b768d0434e,2745837.65,44120.65,8003,False
44,0x8a6c6811e8937f9e8afc1b9249fa540262c30b3f,2731653.18,4224712.72,91,False
45,0xd1be0932c621cc31edb32eae5cc7e8394faccc57,2722141.05,3724528.3,716,False
46,0x68146921df11eab44296dc4e58025ca84741a9e7,2697042.44,961144.46,160976,False
47,0x58b3380f71bd6c706dd398a5e60bde55fa3a653c,2688766.23,1729567.01,1064,False
48,0xbebe49168cc3fe33fd9060c6fc83355c3359a8b5,2626671.43,763277.05,761,False
49,0x395c354bf541b3d71d38130e380a415cb942ee8d,2617059.79,2185589.08,900,False
50,0xefbc5fec8d7b0acdc8911bdd9a98d6964308f9a2,2532858.96,3075384.52,1063,False
51,0x67bc6af6806df61ba5144b125174ecf5f821d54e,2467335.32,1292916.54,13432,False
52,0x4bac379da2f29d87c01ff737843e396a2cec02b1,2408180.98,124080.42,19816,False
53,0xab93715237441ac1db2e91f06228a78a256f31ea,2296953.37,1.02,8,False
54,0xe4453c9f8f8b2e6ac0471e518a4dc2438b721d7e,2275107.53,1.0,6,False
55,0xf6d91fbbefacade7d5908eb13e16acf1efeb305e,2253907.2,2595160.41,852,False
56,0x843c0fdaab99f50aa1ebc7002e6e31cfdd0d4863,2231047.36,16779.92,603,False
57,0xa1aa96c9d7bba38aba523f7e5e73bf69053cf2b6,2211579.13,687531.42,1412,False
58,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,2159863.16,36746.12,2459,False
59,0xbefa95c276ee8ef6ff3ef43d1c1c454f52bc300d,2144195.81,88122.98,21277,False
60,0xb90494d9a5d8f71f1930b2aa4b599f95c344c255,2133327.87,1052090.17,1118,False
61,0xeac496091d7eec31b2f9be820a142da2dabfc1dd,2115432.62,2776579.79,27,False
62,0x460bbcfa7eb40e9ec8616758933771f3b9f4a326,2109957.87,1919820.57,3819,False
63,0x849ccb5907938ce8be18ed5dbf583288e2da4009,2013957.79,910768.74,20261,False
64,0x5d189e816b4149be00977c1a3c8840374aec4972,2011052.1,90248.91,8334,False
65,0x21064fd320bfd5a86f8c92a94d3209edf4154dea,1978619.45,133783.48,7649,False
66,0x07bdcabf60da99be8fad11092bf4e8412cffe993,1912593.89,1957592.7,738,False
67,0x612f07e76abb9d4d1804264a088a37a666ecaa53,1904879.04,1314974.47,4008,False
68,0x30cecdf29f069563ea21b8ae94492e41e53a6b2b,1890066.27,2036881.81,97515,False
69,0x63d43bbb87f85af03b8f2f9e2fad7b54334fa2f1,1826795.54,1640429.48,21131,False
70,0x9c667a1d1c1337c6dca9d93241d386e4ed346b66,1803407.26,189553.76,11252,False
71,0x0a7ed19909e9b4c6cd0fc1d59c1d481415a1fce4,1783064.46,47858.89,6740,False
72,0x1c1675a7c3662131acfd00aaabcbc97a6a4f45e9,1734447.25,225513.02,875,False
73,0xa3ad70cf48a2f2b44163e798223c01a2c2536866,1718809.27,1482798.18,29167,False
74,0xc21ea96be762bb55041529af6e386e7c53b80215,1690816.81,7431.22,6253,False
75,0xa330a9b481b1c789aff91dd3ab4afa63e5586e01,1675552.89,225706.97,7,False
76,0x751a2b86cab503496efd325c8344e10159349ea1,1658620.87,3893.48,957,False
77,0x72b40c0012682ef52228ad53ef955f9e4f177d67,1655044.75,1336479.54,1844,False
78,0x43372356634781eea88d61bbdd7824cdce958882,1639617.91,348054.39,3067,False
79,0x5116ee15e86bc8878b90ac8a8514e38511eb58c4,1621855.58,1020269.47,2077,False
80,0x54096e86cac2d70d04fd98ee16f633c7e9d479db,1600116.67,792010.86,4114,False
81,0x0e5bd76779e74304d08e759072abf126d87da593,1579322.06,60926.49,312,False
82,0xf68a281980f8c13828e84e147e3822381d6e5b1b,1577693.33,599086.03,21625,False
83,0x01c78f8873c0c86d6b6b92ff627e3802237ee995,1498960.0,750568.57,22647,False
84,0xf9151529abce6aa8357b99707ec06607cf238720,1473135.67,880782.55,1597,False
85,0xd399ba186f89721f79e0a72bfa6c9babd2e13f46,1470209.53,438183.77,22088,False
86,0xa40d51396185d72e7505402357b929c4f6f3ea7a,1465435.09,670475.15,6053,False
87,0x17f62f69df4c0e72c068793a5ebfbc02a9561d2e,1453433.91,1.0,13,False
88,0x907d7ee926c7a3d8becf7a1e662294a93b6d20c4,1448359.15,295647.35,20356,False
89,0xa49becb692927d455924583b5e3e5788246f4c40,1387291.77,733351.9,1038,False
90,0xde242261bcd8d4320113f12230da34d705ca25a8,1369116.6,853877.29,480,False
91,0x9b9ff79cdc3c6dc3abbc494b06ea577567bea26a,1359133.69,1662917.92,12500,False
92,0x2785e7022dc20757108204b13c08cea8613b70ae,1349001.76,191185.98,61,False
93,0xa8e089ade142c95538e06196e09c85681112ad50,1337061.36,671454.26,1837,False
94,0x9cb990f1862568a63d8601efeebe0304225c32f2,1307496.04,660484.67,2160,False
95,0xb6bed94e75c333dae24eb9c80b3fef47ef3cfcfe,1302324.07,312508.68,2209,False
96,0xead152b855effa6b5b5837f53b24c0756830c76a,1293623.24,2638802.36,16550,False
97,0x5b62bd6559aa9939f18c398d0837936f13a16137,1283987.3,574835.46,636,False
98,0x7ab6ac0f0d6ca5a15ec57abeaf413d31c8cdfa77,1225272.66,250730.14,37493,False
99,0x3f5ea0a8053e81ce2f59814118869322c35fe7db,1225004.98,1545093.09,310,False
100,0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,1220300.23,95468.46,1276,False
101,0xc2c89e23a69936da2991ddffdc7c99d4f0bd5471,1175595.34,427307.02,1767,False
102,0x253da8157571bae06d6cf750eeb1b26830a43307,1171753.83,705204.47,2289,False
103,0x1455445e9a775cfa3fe9fc4b02bb4d2f682ae5cd,1166181.43,2142872.85,1777,False
104,0x8245ea0d5a476678cb354b69e136908f0757ebed,1163580.1,346200.5,2499,False
105,0x5fed54dc124d6bc35c67ed485cd5151f72c3f35d,1154695.57,1098846.65,6950,False
106,0xf59db7ef18f784e17862c182d1134d5c8df38f85,1143351.4,0,2125,True
107,0x85c83c0fa40ef46dcb252cd243b39d978109e91f,1131984.97,1164.97,153,False
108,0x48c5e0c42ea7c2219f8c1c8d46ff0192c87789f3,1119767.95,709110.31,1136,False
109,0x9a2f6520977f3ef9d009577532fd98f262e51f59,1112921.77,12871.08,593,False
110,0x84571f1bf97a5c710cbe51daff2dd4556cc887fd,1095001.91,390563.11,637,False
111,0xb6fa57039ea79185895500dbd0067c288594abcf,1085059.09,1231021.69,30052,False
112,0xd2818af38ecf10a546758d077f95941d1112d750,1082984.05,13361.53,713,False
113,0x6786ee962d54738152f2c04f9008bafcb9740d36,1078387.37,60956.36,21029,False
114,0xa1d6f2626f455848eb2332fe56f1f3d7263de727,1077248.53,880336.88,180,False
115,0xd6693de7269a6ede699e408e9f185694dbae46ec,1076069.4,54472.03,8159,False
116,0xe542afd3881c4c330ba0ebbb603bb470b2ba0a37,1073864.6,306836.59,4207,False
117,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,1069939.52,268587.67,21943,False
118,0xe639e41094bbeae18f3e6d1790c17299183f082a,1068013.24,6872.78,596,False
119,0xd5aff8ad5f04e6b2307882c085ee3bbd0ba05d38,1064562.83,538405.81,446,False
120,0x83720820a8aa6c3f20ad71850e7a1a17d16c5223,1061722.14,1339633.97,528,False
121,0xe613b515bd46b1585a8b137a4d291d9b80bd540e,1059038.33,37152.48,3837,False
122,0x07b8e44b90cc3e91b8d5fe60ea810d2534638e25,1029691.68,643005.26,1622,False
123,0x20bcdf5a9c7696d1134cba8d77067d2a967fa3a7,1020809.52,1025.8,1,False
124,0xf464a56b9717c518a34433df614295235f556983,1012070.08,226181.67,2521,False
125,0x8cdc597d51327275463a1c518fdd1621d9b2b83f,1003406.0,1661431.73,124,False
126,0x4b7410aefbf0f38012b0dfb1131a4de147a9e8d7,996596.18,8425.18,12361,False
127,0xdb27bf2ac5d428a9c63dbc914611036855a6c56e,985560.47,0,16829,True
128,0xee0d153c17fe82b8866b484753b56a700ab457ab,982287.56,988116.65,1494,False
129,0x3fd9a838ded6eb832baab3ccbcb5e934e3871ef0,974206.11,982815.95,1896,False
130,0x104a3f6e99cd5c8f71be63809ad2c3bb04b95b05,962791.73,1415828.49,11,False
131,0x4706c8249e01161ff02b195f3d106ea1b1efe11d,958917.96,1601.32,228,False
132,0x39fd921acf9be28b17a422bf624dc6b30685849e,943743.45,874351.92,92035,False
133,0x7b02b2bac2a30ed5e40b7094e734f4c3dc2a4991,939918.32,152197.27,118,False
134,0xf8ccc51356ad11e3d884f4beeaca81bb08fe028a,933135.77,562.16,16259,False
135,0x21ffd2b7a212a6f277ed3eca1a9f8efcbca90d71,928249.02,18156.75,27451,False
136,0x650fc9d49642edad7acbcbadfaea2ef656896628,924609.47,1728.88,211,False
137,0x92f09ce3d30ac7d64b4e728438d0cfec0892b1ea,924051.51,0,58,True
138,0xb4f2f0c858566fef705edf8efc1a5e9fba307862,913347.33,358749.12,5690,False
139,0x83d22814af497297b3023897a6e3a25cfcf7d196,911778.4,885526.71,2023,False
140,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,911770.56,267019.48,6212,False
141,0x5f2066832c0e822ae6eea275147ff24b62bd96a8,911509.11,572366.98,412,False
142,0x09b29d2a45558b924a0ea2cac6a65b9e46b9a017,888782.96,0,10595,True
143,0xd9c4f7323b02bcb3e476291e9203239667006f95,869702.88,1181477.62,1436,False
144,0xd0e77a638c0b0ddeef9a59db053d596d63fab14f,860830.44,1844573.3,14139,False
145,0x8bbe942498081a10fb587c1411d1122d2f6ab9dc,857832.49,415699.32,1063,False
146,0x69645cea639e7a19cbde6c126a197bc1abafef53,857168.49,396507.12,3180,False
147,0x0d5e77a12e975881089fc3fd0067f55b25f94077,852417.77,878096.66,46,False
148,0xefb92699291627fbc395550648815b1241c3e74f,850341.79,14809.38,48401,False
149,0x8740bd5653381dfef90bbda456e871a54c676fac,820457.69,2036.51,3846,False
150,0x44c58184f89a5c2f699dc8943009cb3d75a08d45,812472.58,220783.76,3060,False
151,0x4d36c0e0d1d3e9c10d17787272c9fbbf55d552f7,809153.99,772182.06,18986,False
152,0xc96aeabae8c81faf8d803201da1d2461cefc396a,808631.2,21065.22,453,False
153,0x183d846b96510f1987db52648545317427d91270,804471.31,652210.78,879,False
154,0xde17f7144fbd0eddb2679132c10ff5e74b120988,804093.57,584986.1,7670,False
155,0x63ed818e6116e5b1793190158adfd5c3a48c92be,799856.82,499180.74,618,False
156,0x80a97305e2eab880d24afef57c1c3506135e9fec,796754.19,1136.62,192,False
157,0xb6aee7f281e13b23bd959127f6e2b3dccb4e4df8,790219.18,345705.74,1391,False
158,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,788281.79,751575.09,17317,False
159,0x7a496671c81b436111eab24ceddf8eb680d9d9f5,788004.1,488204.48,22565,False
160,0xd7a58948a0aba3015f057ab4ecc5bef039e47c26,787842.65,1107457.22,624,False
161,0x15d275b04a85cef07b1a5462e0829153646eb69f,779785.35,22309.45,16805,False
162,0xd37ab1a5eeb25696c568e20e94af72b8d3422358,775856.1,1988.45,61723,False
163,0x2dc19b37c4e3aa62a74a65e39f9e9cdd1e2174fc,766763.55,205808.21,1199,False
164,0x036c159d5a348058a81066a76b89f35926d4178d,764630.63,225522.99,2041,False
165,0xd1c769317bd15de7768a70d0214cf0bbcc531d2b,763515.04,596747.0,99,False
166,0xd604ab303e351a9c829606aa7184b9bfd375cb5f,762946.61,162642.99,4441,False
167,0xf0b0ef1d6320c6be896b4c9c54dd74407e7f8cab,749079.0,121785.57,58782,False
168,0xa3a417e434923aeaf97afe9a61b10ff9364e5106,747371.3,564825.85,14354,False
169,0x34cb395891e1ba2af4ef42cf91692e61d43cbba1,747183.93,15728.31,123,False
170,0x9a753d12065a8143ac69ea1732f67daab67b4347,743390.3,18731.4,515,False
171,0x336151559e8c8b048de5231dc8313e196b314363,742312.74,0,1957,True
172,0xd6a3f0ec6c4a8ad680d580610c82ca57ff139489,736296.61,877350.36,1701,False
173,0xd81431e96b2dc36863c2064d38a14a603d1a7f65,731791.56,368091.53,1384,False
174,0x402c9fe6d7cbbe275184feb0dbf8ea517ae30f6d,729186.47,52.32,14558,False
175,0x9a557bf75726ae4996fd108fcc06e3d00eef359c,724242.41,832598.05,81,False
176,0x160aa7433e68ef858411323b3cfc8248051bb058,717845.33,246810.73,844,False
177,0x15ceffed7bf820cd2d90f90ea24ae9909f5cd5fa,716294.33,333902.81,2778,False
178,0x78d471688e44401c50244900704943fe22894ac5,715602.92,685529.3,3149,False
179,0x7d26affb88005dfa09af582eca0effb5fa2de2dc,715283.22,968.98,113,False
180,0x2e352f508127c0730f47b9df8362415171f51fe1,711107.0,353424.98,561,False
181,0x6ade597c0e2b43c0bf3542cada8a5e330d73f5b0,710882.08,1009444.45,211,False
182,0x454c8364b06d56df31531b1fc5bc083f5c1ebd22,710841.33,48799.34,6034,False
183,0x37e4728b3c4607fb2b3b205386bb1d1fb1a8c991,708942.42,139417.18,447,False
184,0xeb6f0a13ea8c5a7a0514c25495adbe815c1025f0,706476.13,54836.94,493,False
185,0x08730443345e11c078c5b2597ce3c0f06af609e8,703078.27,186995.39,10168,False
186,0xdf17f4a8dd01a4cfa6fc3da323a2baee5f8697d1,698219.08,79133.97,3589,False
187,0xcbba64cddd05171925ffd05d8f8abd38c83fdbff,697864.37,3328.51,3030,False
188,0x91583ceb1ebec79951a068e1d7d02c1ea590fa7b,694876.48,263351.28,1094,False
189,0xee6712ea09d6a9c86793bb6dde10ea59040e67a6,693982.45,301649.43,9078,False
190,0xf19d7d88cf362110027dcd64750fdd209a04276f,690597.25,1027474.49,380,False
191,0xc74636634ec6a31ab0a88a0f412768c7d5440b79,679007.29,652591.25,2578,False
192,0x66fe8149ec5811c265b882fdade058b81e6ee123,676629.97,50745.54,548,False
193,0xd25b8718f61fb64a754356ad8cf16b5579f59f3d,674472.35,239407.29,2136,False
194,0x51fd8f0358cc9e8a1ee5f87a0c7e3b07ed634272,673174.82,357465.48,19853,False
195,0x45b39e1f71e47fd4afe4b988ffad690b644735bc,673039.27,208713.61,1317,False
196,0x428484bd06a2e0bc4fc391586e61612c22da9f44,671844.56,578025.14,1198,False
197,0x77c812f7735ad07e3ce58fd466a0e1b4346bbc8c,671087.75,682843.7,2301,False
198,0xb9e45b300a683f22b7bc68cd1e685d52edce91b0,667769.87,125026.43,1046,False
199,0x61ceb99e031a7460c96ebe9ac81a0a558f29ed13,663057.67,179311.87,583,False
200,0x8eab0c46127830072631db88e9dbaeb0b953a56d,654998.82,205705.51,2269,False
201,0x1007f2388ab63277bc19e91602d1bc2cb7f58b89,654254.87,632491.96,2501,False
202,0xc524bae671476c906d9245dcf2ef18d5aaff75a2,654254.58,5036.67,4536,False
203,0xca8f0374e3fc79b485499cc0b038d4f7e783d963,652776.25,19853.02,25527,False
204,0x26825d224dfba2c3df37ea526d3c39ffed25582a,646974.68,174801.02,1171,False
205,0xaa8428b7b04f001b358c4b6502d8d523096fe503,645657.47,614047.58,2502,False
206,0xb7d7eeee6c64aa839b5d8fc8f7d7b726aa140605,641333.37,615812.37,2407,False
207,0x090af6fd2aeb04202abc97370aa86c1b81d90fa6,639396.39,478243.1,28240,False
208,0x4ad6cadefae3c28f5b2caa32a99ebba3a614464c,638054.82,100730.63,630,False
209,0x305cdbd9028a69397d8e7d06cad9528a49578aa8,637625.23,593916.53,2778,False
210,0x02b4401ae7ead14477e944f79e9db07ce9ab7092,634095.46,337259.08,712,False
211,0x268bac40dea133dee28e111b66444ee73942c62a,630962.97,612472.57,2353,False
212,0x409b4c721956887172f353a22c445a76a7c6d3da,630822.0,9009.01,4,False
213,0xe72bb501df5306c75c89383d48a1e81073fbb0a0,624997.89,496685.87,349,False
214,0x3c109ee1f9adac061ccc747b2cbcd05cae2470b4,621960.7,593456.43,2733,False
215,0xa445c59c0531d28a13550f29d734b33520530286,621689.13,796.28,9114,False
216,0x39d3c773be30fcc73161fc6768f46d563a779ef0,621374.18,650785.6,1202,False
217,0xfd433a536659570357b89369c8bb1f988597df4c,620863.38,56713.21,1086,False
218,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,618465.44,749936.22,48793,False
219,0x0111689503dfcb6fc25ae89950970de4cede65e4,616243.23,673.19,84,False
220,0xc474391055a051ec38b45508d3d72c787cba6061,613958.8,407150.56,1388,False
221,0xc3bfe4509fa514a77d415c4c0b7e1efb5033e70f,613287.06,239531.6,2118,False
222,0xdcd669c506a938bae9269a84b8bd2bdb220484cd,613229.72,48446.12,840,False
223,0xf0fc2d0bf309f3c3cb6dbccde9d69968952cc715,612258.81,454892.26,349,False
224,0xd6eef76188c7068719ac881460b7431e1ae137a2,610559.35,16361.09,60966,False
225,0x923cb48ff6316bf3d77dd32993826fc30e7fdbc0,610074.85,589065.47,2220,False
226,0x9629a08c47920ac531e01bfec40182fab629b148,608698.85,455225.44,2931,False
227,0xad88bdab8f0c713652ab414de6b2724dcae2b45d,603625.56,584790.55,2451,False
228,0x37344b548abf34930463fc1a06780c1583167fdb,599558.96,5832.58,105,False
229,0x4d3079bd4c73bc0e8f7d9f64a9f64fadbd17a42d,595923.75,992489.56,946,False
230,0xfbf3d501e88815464642d0e913f15379c3eeb218,595590.65,431672.86,191,False
231,0xea2b4224411e723499a803ce3f4758779fb31fc6,594153.73,204793.38,647,False
232,0x6d93b6e5595a9e10ddf285f22a483cee5c2c0eac,592902.31,592.31,127,False
233,0xa5e3044fd953605f9407d58c76e48fd75a394d7e,590685.6,151491.08,23845,False
234,0x70b680d8035b3255fe61488affd10bbd3498aa2f,590673.1,16894.38,26622,False
235,0x6a88c5ecd262e2c42e78bad8e6db7ab3c4e4b859,590124.42,135201.17,1564,False
236,0x57cd939930fd119067ca9dc42b22b3e15708a0fb,587871.85,354918.08,705,False
237,0x6e78734c028dbb2bdae2013e5c47b322ba648bdf,585058.52,543498.59,2402,False
238,0xc4d5a24a240ec9f52669e3251e0473fd0c5687cf,580008.52,274143.17,6495,False
239,0xe2cd05c3f64fcb00113c1fd77a7fbff236246d57,578953.43,66451.38,863,False
240,0x471abf0558dcd381dcea2fdf54390760c9a30328,577527.7,291704.4,1218,False
241,0x36901eb0f21519cc9055662a6d2483e96da1e16f,575721.59,549176.5,10290,False
242,0xbc54e69667ceb6ccec538e5a0ba1927fc1fe680f,575643.77,20196.88,6608,False
243,0xfd2930a094c0a6900a2dc947e5db462d11ae77ae,575326.43,550066.27,475,False
244,0xf5f92940519a72da460b1c2a606bc1230f0e87b0,572545.03,493531.43,2580,False
245,0xdfdbce9d29eabf65c130d61f1425f1c4d786d762,572151.24,452471.92,3280,False
246,0x997cda7b31612e3c394bfb55440619f3f689251e,567336.65,55561.35,17435,False
247,0x594edb9112f526fa6a80b8f858a6379c8a2c1c11,564671.58,407956.23,21625,False
248,0xdc4f08727c65afc4731b75cf1ed265666b7b4652,559895.6,152156.01,702,False
249,0x1be82a1e322b8d123a062f81991eb63c8f77678c,559078.99,536245.21,2288,False
250,0x87909a89ee551c8616e5bff9089c81545bfd010b,557695.17,257693.72,1886,False
251,0x1cdd071bb612de6d66d0c882b676c663697de595,557630.93,0,56801,True
252,0x24224d864bd840ba7597c5d1e44d78eba12f609b,557534.96,531881.77,2392,False
253,0x5bd556636f91c6fa0a72a17f87a3ae9074ed91ce,556495.35,528371.22,2372,False
254,0x600a7303d79089bfbe86105ac52bfaf353545827,555326.29,534170.64,2079,False
255,0x076ca0207aaa48365da2eb6a917edcbdee5e4e7b,554133.45,64339.56,11223,False
256,0x9e83dcf11f1457887cfec68efaec6ad6aeaa9394,553518.0,299910.58,4179,False
257,0xa59c570a9eca148da55f6e1f47a538c0c600bb62,553480.81,427912.96,1342,False
258,0xfc2983bab051811cd4f11cc35976048ac8e467d5,553082.14,287672.78,280,False
259,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,550977.96,110654.81,813,False
260,0x2652dd1140c3b9e69c8852264cf8dbe727672a1d,549750.68,274341.72,18445,False
261,0x37e053beabee77acc15e641dfe8e395b2b2d024e,548853.85,88217.27,461,False
262,0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,545175.44,397171.89,339,False
263,0x9977760c6bd6f824cac834d1a36ee99478d63020,543367.83,196690.81,2547,False
264,0xff4eec9e20a562c2b74a450249d568305b335502,542849.91,16998.06,6198,False
265,0x071dbdce7a18b107aa3c087b70dc58d6c01007ef,542825.52,106763.07,19092,False
266,0x8b3234f9027f4e994e949df4b48b90ab79015950,540773.13,321486.64,1400,False
267,0x95074f700f93bdf6e62fc965e0832064c0877b04,540271.38,127317.91,515,False
268,0xa42f127d7e8df9f16881ffcc9ed0bc0326875f5a,540269.18,626347.99,20268,False
269,0x3dd2db2d398ff72c2c71c9ad6473368b941e9ab1,536836.47,499245.6,12318,False
270,0x5c3a1a602848565bb16165fcd460b00c3d43020b,531232.82,81859.83,916,False
271,0xffd0dc90773fedbd065db7ab22e194492628369c,527503.98,257177.21,306,False
272,0x7e5c10bfe0f9e956525f795afee648a54435337d,526569.26,501859.08,2097,False
273,0x2275dafa560c54af4cddd48fd2ec103103f95611,526404.64,502943.16,2453,False
274,0xac70e8f5739c2c1bc09e2e93fc822d942e6daa94,523247.33,487339.61,2163,False
275,0x57dedd62596dd4f85c7ebe5317e07d22795ecd90,522654.05,277280.94,1055,False
276,0x1e3806f665d9973f6114bdd6d034721cb14e1dd3,522500.51,489113.8,2036,False
277,0xaf275bd60074e7649da01631bfdaf3a5b80dd990,520938.97,486737.97,2199,False
278,0xf390124d32df64f62046e9d8b4a91297a01ca0a7,519460.16,271133.03,130,False
279,0x1e1aed3928a9617e7c7ae674c4fa7aebbd9d7690,518114.48,480611.45,2923,False
280,0x9efda3d6354152901fc4706c3b1a9ce50b45ad00,517079.6,233150.45,143,False
281,0xf5198df69e13937a40d1c76d6f72d9aa067d906b,513940.14,66859.6,3894,False
282,0x7bff96579b20fe3530e140d6a3c223c9f2127cd6,513565.92,297302.26,1181,False
283,0x9fad8308ef6b6ed5320e53a290a3bd4ad91f5a9f,512664.04,353339.01,4922,False
284,0xad947fcb81100b67a4e43727449b845aa2c585b1,510424.22,414843.83,551,False
285,0x8b761995bbde7278a2f536b415fb5f60815fc036,510176.48,2687.0,4071,False
286,0x7072dd52161bae614bec6905846a53c9a3a53413,507832.7,275404.81,35,False
287,0xee67f4f549180f564dd5910b1024b8c6729cef38,505418.72,212724.71,2895,False
288,0xd8c4d45000b7976d897ab79c21780e46faaa848d,503422.05,159125.82,7707,False
289,0xefda649d218c87fd4c7af91f14eb84f4c4f583f8,502893.87,477687.21,1876,False
290,0x882f2648d5138b667f163ce7647963c2566f5967,502638.42,522723.66,7066,False
291,0x842ac934cfff1467f27c167c42c318001e407422,501802.98,539606.31,392,False
292,0xefcd3a827f89c814e6653fc40b04f9534b1fbbae,500466.67,472095.23,2211,False
293,0x48d777c84cca2b3aa4b05c7db9bcae56668733d0,500196.05,477383.55,2279,False
294,0x90bb940fd1b6953cd38067d868fcb0e8817f531f,495539.08,2972.4,4505,False
295,0x9ef582748baf671ee716075658b870ae747c5d4f,493807.53,106894.57,48,False
296,0x216509be5332c6037105b4f871966eb97240f598,491001.56,0,3859,True
297,0xa77105bb4d2d4d200b0133a2036222353831162d,488388.04,27732.03,6706,False
298,0x510e1d9aa2cf0e076bbcb83832435eddf1dbd980,485311.36,33164.28,803,False
299,0xcc7d2e9ca0d434c6711790cc368f1f82cb3538dc,484948.96,462484.84,1863,False
300,0x44cedec8b2583f9e0e26c05ac8182e5a77859de8,484881.48,444248.36,1827,False
301,0x678347baaed27072858d90814e53b1009dc99314,482503.58,444540.23,2071,False
